no,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,Negara,lintang,bujur,akreditasi,Status ,rank_qs,rank_country
3868,Sekolah Tinggi Teologi Berea Salatiga,233146,STT Berea,50714,62298321801,6.20E+11,stt_berea@yahoo.com, Jl. CEMARA 72 RT 04 RW 06 KELURAHAN SIDOREJO LOR KECAMATAN SIDOREJO,Salatiga,Jawa Tengah,Indonesia,-7.311358,110.494108,Baik,swasta,NULL,NULL
3869,Sekolah Tinggi Ilmu Hukum Dharma Andhiga,43247,STIH-DA,16112,2518397952,2518397952,stihdharmaandigha@gmail.com,Jalan Veteran No 46 Jembatan Merah,Bogor,Jawa Barat,Indonesia,-6.58012,106.76214,NULL,swasta,NULL,NULL
3870,Akademi Kebidanan Keluarga Bunda Jambi,104112,akb jambi,36139,0741 570884,0741 570884,ykb_bunda@yahoo.com,Jl Bachsan Siagian RT-07 Kelurahan Pasir Putih,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3871,STT ARASTAMAR MATARAM,233256,STTAM,83125, (0370) 637044,370637044,sttammataram.05@gmail.com, jln Pemuda 71 Mataram,Mataram,Nusa Tenggara Barat,Indonesia,-8.5876676,116.1134209,Baik,swasta,NULL,NULL
3872,IAIN Bukittinggi,202031,IAIN Bukittinggi,-    ,(0752) 22875,(0752) 22875,info@iainbukittinggi.ac.id,-,Agam,Sumatera Barat,Indonesia,-0.3287226,100.3978878,Baik Sekali,swasta,NULL,NULL
3873,Universitas Ars Internasional,41028,NULL,40282,227204283,227204286,arsintl@indosat.net.id,Jl Sekolah Internasional No 1 Antapani,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3874,Sekolah Tinggi Ilmu Dakwah Surakarta (STIDS),213379,NULL,NULL,NULL,NULL,NULL,-,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3875,Sekolah Tinggi Alkitab Batu Malang,233162,STA Batu,65301,6.28E+12,NULL,info@stab.ac.id; batusekolahtinggialkitab@gmail.com,"Jl. Raya Beji No.7-9 Beji, Kec. Junrejo, Kota Wisata Batu, Jawa Timur ",Batu,Jawa Timur,Indonesia,-7.889574,112.545867,NULL,swasta,NULL,NULL
3876,Politeknik Gusdurian,65043,POLTEGUS,NULL,281636133,NULL,campus@poltekgusdurian.ac.id,NULL,Banyumas,Jawa Tengah,Indonesia,-7.4241315,109.2372604,NULL,swasta,NULL,NULL
3877,STKIP Al Hikmah Surabaya,73167,STKIP Al Hikmah,60233,0318295825 /8295817,NULL,stkiph@hikmahuniversity.ac.id,Jl. Kebonsari Elveka V Surabaya ,Surabaya,Jawa Timur,Indonesia,-7.323873,112.719688,Baik,swasta,NULL,NULL
3878,Akademi Kebidanan Wira Buana,24084,Akbid Wira Buana,34125,0725 49278,"0725 49278, 44234",buanawira38@gmail.com,"Jalan A.H Nasution No 243, RT 15 RW.08 Kel. Yosodadi",Metro,Lampung,Indonesia,-5.102742,105.3277302,Baik,swasta,NULL,NULL
3879,"STAI DDI Parepare, Sulawesi Selatan",213343,STAI DDI Parepare,91131,NULL,NULL,staiddi.pares@gmail.com,"Jalan Abu Bakar Lambogo No. 53, Kompleks Pondok Pesantren DDI Ujung Lare Kecamat",Kepulauan Talaud,Sulawesi Utara,Indonesia,119.63475,-4.006991,Baik,swasta,NULL,NULL
3880,STAI Asshiddiqiyah Karawang,213112,STAIAS,41384,85885907799,(0264) 8380220,info@staias.ac.id,Dusun Krajan Desa Pasirukem Kecamatan Cilamaya Kulon,Karawang,Jawa Barat,Indonesia,-6.220935,107.539907,NULL,swasta,NULL,NULL
3881,Universitas Sari Mutiara Indonesia,11045,USM-Indonesia,20123,85361670151,(061)8471550,info@sari-mutiara.ac.id,Jalan Kapten Muslim No. 79 Medan,Labuhanbatu Selatan,Sumatera Utara,Indonesia,1.7805544,100.1004992,B,swasta,NULL,NULL
3882,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada Cirebon,43345,STKIP INVADA,     ,89644481187,231209669,stkipinvada@gmail.com,NULL,Majalengka,Jawa Barat,Indonesia,-6.6419773,108.1815929,Baik,swasta,NULL,NULL
3883,Institute Agama Buddha Nasional Divyarajya,292001,FU-IABN,14440,2129076531,2129076531,info@fu-iabn.com,"Gedung De Ploeit Centrale Lantai 7, Jl. Pluit Selatan Raya, Blok Q",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3884,STAI Hasanuddin Pare Kediri,213217,STAIH,64215,(0354)394721,(0354)394721,staih_48@yahoo.co.id,JL. KELAPA 84 JOMBANGAN TERTEK PARE KEDIRI,Kediri,Jawa Timur,Indonesia,-7.763253,112.23851,NULL,swasta,NULL,NULL
3885,Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,213172,STFI Sadra,12430,2129446460,2129235438,stfi.sadra@yahoo.com,Jln. Lebak Bulus II No.2 Cilandak Jakarta Selatan 12430,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.297973,106.793672,Baik,swasta,NULL,NULL
3886,Sekolah Tinggi Ilmu Tarbiyah Misbahudin Ahmad,213758,STITMA BLITAR,NULL,82341144114,NULL,stitmablitar22@gmail.com,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3887,Sekolah Tinggi Teknik Multimedia Internasional Malang,73186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
3888,Institut KH. Ahmad Sanusi Sukabumi,212149,NULL,43123,NULL,NULL,NULL,"Jalan Bhayangkara Nomor 33 RT 004 RW 006, Kelurahan Gunung Puyuh, Kecamatan Gunung Puyuh",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3889,Universitas Harapan Medan,11049,UnHar Medan,NULL,614514560,614514560,unhar@harapan.ac.id,"Jln. H.M. Joni No. 70 C Medan
",Medan,Sumatera Utara,Indonesia,3.5684071,98.694461,Baik,swasta,NULL,NULL
3890,STKIP Muhammadiyah Pringsewu,23011,STKIP MPL,35373,72921359,72924002,stkip_mpl@yahoo.com,Jalan Makam Kh Ghalib No 112 Pringsewu Lampung,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3891,Akademi Keperawatan Yayasan Dharma Bhakti Jakarta,34235,NULL,0,NULL,NULL,NULL," Jl. Jagakarsa Raya No. 20, Ciganjur",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3892,Politeknik Manufaktur Astra,35003,Polman Astra,14330,216519555,216519821, sekretariat@polman.astra.ac.id,"Jl Gaya Motor Raya No 8 Gedung B Lantai 5 Komplek Astra International
Sunter II",Administrasi Jakarta Utara,DKI Jakarta,Indonesia,-6.1363199,106.8862867,NULL,swasta,NULL,NULL
3893,STIKES Bina Sehat PPNI Mojokerto,73126,Bina Sehat PPNI,61364,321390203,321390203,stikes_ppni@yahoo.co.id,"Jl Raya Jabon Km 6, Gayaman Mojoanyar",Luwu Utara,Sulawesi Selatan,Indonesia,-2.4369907,120.183507,Baik,swasta,NULL,NULL
3894,STIKESMAS Nusantara,23065,STIKESMAS Nusantara,30137,(0711) 5573755,NULL, stikesmasnusantaraplg@gmail.com,Jl Insp Marzuki No 124 Siring Agung Pakjo,Palembang,Sumatera Selatan,Indonesia,-2.976832,104.778853,NULL,swasta,NULL,NULL
3895,Universitas Janabadra,51003,UJB,55231,(0274)561039,(0274)561039,info@janabadra.ac.id,Jl Tentara Rakyat Mataram 55 ,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.783807,110.357564,B,swasta,NULL,NULL
3896,STMIK Bina Bangsa,133012,NULL,24351,64541626,64541626,stmikbb_lsm@yahoo.co.id,Jalan Merdeka Timur No 92 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3897,Akademi Akuntansi Indonesia Padang,104005,AAI,25113,75128859,75132694,aaipadang@unespadang.ac.id,Jalan Veteran Dalam No 26 B ,Natuna,Kepulauan Riau,Indonesia,6.224032,106.803518,Baik,swasta,NULL,NULL
3898,Universitas Tjut Nyak Dhien,11029,UTND,20123,618451508,618441163,univ.utnd@gmail.com,Jalan Gatot Subroto / Jl. Rasmi No. 28  ,NULL,NULL,Indonesia,0,0,Baik Sekali,swasta,NULL,NULL
3899,STMIK Widya Dharma,113068,WD,78117,0561731966 EXT 803,561739191,riyadijiskandar@gmail.com,Jalan HOS Cokroaminoto No 445 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3900,Akademi Kebidanan Medistra Lubuk Pakam,14241,NULL,20512,(061) 7952262,(061) 7952234, akbid.medistra38@gmail.com, Jalan Sudirman No 38 Lubuk Pakam,Deli Serdang,Sumatera Utara,Indonesia,3.558381,98.865902,NULL,swasta,NULL,NULL
3901,Akademi Pariwisata Indonesia Jakarta,34062,AKPINDO,13430,"2,186,179,658,617,550",218629471,akpindo@akpindo.ac.id,"Jl H. Ahmad, Pahlawan Revolusi, Pondok Bambu, Jakarta Timur",NULL,NULL,Indonesia,0,0,Baik Sekali,swasta,NULL,NULL
3902,Akademi Keperawatan Pemkab Gresik,344044,AKPER Pemkab Gresik,61151,313951252,313954156,akper_pemkabgresik@yahoo.com, Jl. Dr. Wahidin Sudirohusodo No. 243A,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3903,STIT Muhammadiyah Bojonegoro,213264,STIT Muhammadiyah ,62113,353885951,353885403,stitmbjn86@gmail.com / mail@stitmubo.ac.id,Jl. Dr. Setyo Budi No. 03 Klangon Bojonegoro,Gresik,Jawa Timur,Indonesia,-7.162404,112.469119,B,swasta,NULL,NULL
3904,Akademi Keperawatan Kesdam I/Bukit Barisan Binjai,14223,NULL,0, , , ,"Jl. Bandung No. 4
Binjai",Binjai,Sumatera Utara,Indonesia,3.5985341,98.4872095,Baik,swasta,NULL,NULL
3905,Sekolah Tinggi Theologia Injili Indonesia Pontianak,233218,STTII-P,0,561738924,561738924,sttiiptk@yahoo.com," Jl. Aris Margono No. 7
Pontianak-Kalimantan Barat",Pontianak,Kalimantan Barat,Indonesia,-0.0426559,109.340384,NULL,swasta,NULL,NULL
3906,Akademi Kebidanan Pemkab Karo Kabanjahe,344015,NULL,0,628.21387, , akbidpemkabkaro@gmail.com, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3907,Universitas Dirgantara Marsekal Suryadarma,31043,Unsurya,13610,021  8093475,021 8009246,baaunsurya1@gmail.com,"Komplek Bandar Udara Halim Perdanakusuma
Jl Protokol Halim PK - Jakarta",Kepulauan Talaud,Sulawesi Utara,Indonesia,106.888044,-6.262567,B,swasta,NULL,NULL
3908,Sekolah Tinggi Agama Islam Salahuddin (STAIS) Pasuruan,213236,STAI SALAHUDDIN PASU,67126,(0343) 5617767,0,mail@staispasuruan.ac.id,Jl. Dr. Wahidin Sudiro Husodo 45 Pasuruan,Pasuruan,Jawa Timur,Indonesia,-7.655789,112.904632,Baik,swasta,NULL,NULL
3909,Akademi Kebidanan Kartini Bali,84026,AKKB,80223,720471,720471,akkb2008@yahoo.co.id,Jalan Piranha No 2 Sesetan ,Denpasar,Bali,Indonesia,-8.702778,115.216345,NULL,swasta,NULL,NULL
3910,Institut Swadiri,142004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
3911,Akademi Kebidanan Ibrahimy Situbondo,74111,AKBID Ibrahimy,68374,338454411,338454411,administrasi@akbidibrahimy.ac.id,Pondok Pesantren Salafiyah Syafi'iyah Sukorejo Situbondo,Situbondo,Jawa Timur,Indonesia,-7.755971,114.27402,NULL,swasta,NULL,NULL
3912,Sekolah Tinggi Ilmu Ekonomi Dharma Andalas,103025,STIE DA,25127,75137135,75137135,dharma_andalas@yahoo.co.id,"Jalan Sawahan No. 103 A, Simpang Haru",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3913,STIKES Bhakti Pertiwi Luwu Raya,93149,STIKES BPLR,91913,4713307444,47121053,stikesluwuraya9@gmail.com,Jalan Imam Bonjol No 27,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
3914,STKIP Pesisir Selatan,103138,STKIP PESSEL,25666, , ,stkip_ps@yahoo.com,"Jln. Limau Sundai, Balai Selasa, Kecamatan Ranah Pesisir, Kabupaten Pesisir Sela",Pesisir Selatan,Sumatera Barat,Indonesia,-1.7953359,100.8342632,Baik,swasta,NULL,NULL
3915,Politeknik Energi dan Mineral Akamigas,355001,PEM Akamigas,NULL,296421897,296425939,info@akamigas.ac.id,"Jl. Gajah Mada No. 38 Cepu - 58315 Kab. Blora Jawa Tengah
",Blora,Jawa Tengah,Indonesia,-7.137494,111.5978765,B,swasta,NULL,NULL
3916,Universitas Sangga Buana,41044,USB-YPKP,40124,227275489,227201756,pddikti@usbypkp.ac.id,Jalan PHH Mustopa No 68 ,Bandung,Jawa Barat,Indonesia,-6.9000243,107.6403497,Baik Sekali,swasta,NULL,NULL
3917,Akademi Keperawatan YPSBR Muara Bulian,104130,NULL,12345,81366844545, , akperypsbr@yahoo.co.id,"Jalan Pramuka, Muara Bulian ",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3918,STKIP Insan Madani Airmolek,173117,STKIP INSAN MADANI A,29352,76941024,76941024,stkip.amk@gmail.com,"JL. Tanah Tinggi No. 17 Airmolek, Kecamatan Pasir Penyu, Kabupaten Indragiri Hul",Pelalawan,Riau,Indonesia,0.376162,102.2886237,Baik,swasta,NULL,NULL
3919,Institut Agama Islam Nurul Jadid Paiton Probolinggo (IAINJ),212008,IAINJ,67291,335771732,335771732,iainjpaiton@yahoo.com,Jl. KH. Zaini Mun'im PP. Nurul Jadid Paiton Probolinggo,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3920,Akademi Kebidanan Menara Bunda,94129,AKBID MENARA BUNDA ,11111,NULL,NULL,NULL,Kolaka ,Kolaka,Sulawesi Tenggara,Indonesia,-4.0928701,121.6477489,NULL,swasta,NULL,NULL
3921,STIKES Insan Unggul Surabaya,73120,NULL,60231,318292521,318292706,akademik_insus@yahoo.com,Jl. Raya Kletek No. 4 Taman,Sidoarjo,Jawa Timur,Indonesia,-7.359773,112.687451,NULL,swasta,NULL,NULL
3922,STKIP Modern Ngawi,73170,NULL,0,0351 7401546,0,stkipmodernngawi@yahoo.co.id,Jl. A. Yani 99 Beran Ngawi,Ngawi,Jawa Timur,Indonesia,-7.4119977,111.4179392,Baik,swasta,NULL,NULL
3923,Universitas Negeri Medan,1040,UNIMED,20221,"6,166,133,656,613,270","0616614002, 6613319",admin@unimed.ac.id,Jalan Willem Iskandar Pasar V Medan Estate,Deli Serdang,Sumatera Utara,Indonesia,3.60733,98.716801,A,negeri,NULL,NULL
3924,Akademi Perekam Medik Dan Infokes Imelda,14195,NULL,12345,616610072,616618457, ,"Jl. Bilal No 24 kelurahan Pulo Brayan Darat I,",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3925,Akademi Keperawatan YKY Yogyakarta,54055,"AKPER YKY""",55151,(0274)450691,274450691,akper_yky@yahoo.com,Jl Sonosewu Ds VI Ngestiharjo Kasihan Bantul,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.806028,110.344325,Baik Sekali,swasta,NULL,NULL
3926,Universitas Muhammadiyah Kudus,61050,UMKU,NULL,291437218,291442993,sekretariat@umku.ac.id,NULL,Kudus,Jawa Tengah,Indonesia,-6.8063934,110.8245313,Baik Sekali,swasta,NULL,NULL
3927,Akademi Kebidanan Abdurahman,24113,NULL,30151,(0711)421674/7885211,(0711)421674, akbidabdurahmanplg@gmail.com,Jl. Sukajaya No.7 Rt.05 RW.01 Kelurahan Sukabangun Kecamatan Sukarami ,Kepulauan Anambas,Kepulauan Riau,Indonesia,2.949913,104.735571,NULL,swasta,NULL,NULL
3928,Sekolah Tinggi Ilmu Tarbiyah Rakeyan Santang Karawang Jawa Barat,213611,STIT RAKEYAN SANTANG,NULL,2678405570,2678405570,info@rakeyansantang.ac.id,Jl. Stadion kp Mekar Baru RT.03 RW. 03 Desa Cikampek Kota kecamatan Cikampek  ,Karawang,Jawa Barat,Indonesia,-6.2946842,107.3255288,Baik,swasta,NULL,NULL
3929,Akademi Manajemen Industri Surakarta,64020,NULL,0,NULL,NULL,NULL, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3930,Universitas Muhammadiyah Purworejo,61025,UMPwr,54111,275321494,2.75E+11,info@umpwr.ac.id,Jalan KH Ahmad Dahlan No 3 ,Purworejo,Jawa Tengah,Indonesia,-7.7139872,110.013843,B,swasta,NULL,NULL
3931,STT Gereja Injili di Indonesia,233259,STT GIDI Papua,0, (0967) 59343559229, , info@sttgidi.ac.id; sttgidijayapura@gmail.com, ,Pegunungan Bintang,Papua Pegunungan,Indonesia,-4.1728016,140.7938599,NULL,swasta,NULL,NULL
3932,Sekolah Tinggi Hukum Indonesia Jentera,33208,NULL,12980,021 8302070,021 83701810,info@jentera.ac.id,"Puri Imperium Office Plaza Upper Ground Floor Unit 15
Jl. Kuningan Madya Kav. 5-",Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.209603,106.832333,Baik,swasta,NULL,NULL
3933,Akademi Bahasa Asing Borobudur,34013,NULL,13620,8613877,8613872,aba@universitasborobudur.ac.id,Jalan Raya Kalimalang No 1 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3934,STAI Al-Kautsar,213491,STAI AL KAUTSAR BENG,28751,0766 8001050,0766 8001050,stai.alkautsar@yahoo.com,Jl. Lembaga Senggoro Bengkalis,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3935,"STAI Al-Azhar Gowa, Sulawesi Selatan",213091,STAI-AG,0,81355575502,NULL,staialazhargowa@gmail.com," Jln. Tamangapa Raya III No. 16, Antang, Makassar Sulsel",NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
3936,Universitas Mahendradatta,81001,UNMAR,80236,0361 434827,0361 434827,mahendradattauniversitas@gmail.com,Jalan Ken Arok No 12 ,Denpasar,Bali,Indonesia,-8.628963,115.207149,Baik,swasta,NULL,NULL
3937,Sekolah Tinggi Ilmu Ekonomi Urip Sumohardjo,73006,NULL,60265,315343092,315461015,stieuripsumoharjo@stieus.ac.id,Jl Urip Sumoharjo No 5-7 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3938,Akademi Kebidanan Wijaya Husada,44226,NULL,12345,81295819088, , wijayahusada@gmail.com,Bogor ,Tangerang,Banten,Indonesia,-6.1759138,106.684971,Baik,swasta,NULL,NULL
3939,Politeknik Kelautan dan Perikanan Sorong,395001,Politeknik KP Sorong,98401,0951 3100182,NULL,polteksorong@kkp.go.id,Jl. Kapitan Pattimura Tanjung Kasuari Suprau Kotak Pos 118 Kota Sorong,Sorong,Papua Barat Daya,Indonesia,-0.828374,131.234576,Baik Sekali,swasta,NULL,NULL
3940,Universitas Wira Bhakti,91088,UWIBHA,NULL,NULL,NULL,operator@wirabhaktimakassar.ac.id,NULL,Makassar,Sulawesi Selatan,Indonesia,-5.1470059,119.4372978,Baik,swasta,NULL,NULL
3941,Sekolah Tinggi Ilmu Syariah Husnul Khotimah (STISHK) Kuningan,213610,STIS Husnul Khotimah,45554,(0232) 8617988,(0232) 613809,info@stishusnulkhotimah.ac.id / stishusnulkhotimah@gmail.com,"Desa Maniskidul Jalaksana Kabupaten Kuningan
Jawa Barat
",Kuningan,Jawa Barat,Indonesia,-6.9109101,108.4813844,NULL,swasta,NULL,NULL
3942,Akademi Kebidanan Persada Palembang,24107,NULL,0,711710349,711710348, akbidpersadaplg@yahoo.com,Jl Pangeran Ayin Simpang Blk Sukamaju Kenten,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3943,Sekolah Tinggi Keuangan Niaga & Negara Pembangunan,33041,NULL,12550,218002708,NULL, ennynoviyanti16@gmail.com,Jl Palapa Raya No 2 Pasar Minggu,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3944,STMIK Samarinda,113014,STMIK SAMARINDA,75127,0541 746557,0541 746557,kampus@stmik-samarinda.ac.id,Jalan Banggeris No 82 ,Samarinda,Kalimantan Timur,Indonesia,-0.493633,117.122806,Baik,swasta,NULL,NULL
3945,Akademi Keperawatan Notokusumo,54060,AKPER Notokusumo,55243,0274 587402,0274 587208,info@akper-notokusumo.ac.id,"Kampus I  : Jl. masjid PA No 5 Yogyakarta
Kampus II : Jl. Bener No 26 Tegalrejo",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3946,Akademi Akuntansi YKPN,54001,AA YKPN,55222,0274  560159,0274  561591,aaykpn@aaykpn.ac.id,Jalan Gagak Rimang No 2-4 Balapan,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.784441,110.383382,NULL,swasta,NULL,NULL
3947,Politeknik Darma Ganesha,25013,NULL,33410,0719 9301023, , darmaganeshapoliteknik@gmail.com,"Jl. Sriwijaya No. 13 Tanjungpandan, Belitung",Belitung,Kepulauan Bangka Belitung,Indonesia,-2.7374579,107.6407874,NULL,swasta,NULL,NULL
3948,Politeknik Kesehatan Siteba,105008,POLTEKES SITEBA,25147,751445881,NULL,info@poltekessitebapadang.ac.id,Jalan Joni Anwar No 8 Lapai ,Padang,Sumatera Barat,Indonesia,-0.90733,100.354617,Baik,swasta,NULL,NULL
3949,Sekolah Tinggi Agama Islam Al-Bahjah Cirebon,213752,STAI Al Bahjah,NULL,+62 8214 1111 681,NULL,info@staialbahjah.ac.id,NULL,Cirebon,Jawa Barat,Indonesia,-6.7559837,108.5032233,NULL,swasta,NULL,NULL
3950,Akademi Kebidanan Prestasi Agung,34167,Prestasi Agung,13220,214717269,214706789,akbid_prestasiagung@yahoo.co.id,Jalan Sunan Giri No 5-A ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3951,Sekolah Tinggi Ilmu Ekonomi Syariah Riyadlul Jannah Mojokerto Jawa timur,213604,STIES RIJAN,NULL,(0321)690544,NULL,kantor@rijan.ac.id,Jalan Ko. Hayam Wuruk Nomor 22 Kecamatan Mojokerto Jawa Timur ,Mojokerto,Jawa Timur,Indonesia,-7.6633451,112.536591,NULL,swasta,NULL,NULL
3952,Universitas Sebelas Maret,1027,UNS,57126,0271 646994, 0271 642283, admin-uns@uns.ac.id,Jalan Ir Sutami 36-A Kentingan,Surakarta,Jawa Tengah,Indonesia,-7.56043,110.856619,Unggul,negeri,1005,13
3953,Universitas Tri Tunggal,71054,UTS,60114,313814272,313818238,info@tritunggal.ac.id,Jalan Kalijudan No 34-B ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3954,Politeknik Insan Tazakka,45072,POLTEK INSAN TAZAKKA,NULL,85179751842,NULL,poltek.insantazakka@gmail.com,NULL,Karawang,Jawa Barat,Indonesia,-6.4181319,107.4695827,Baik,swasta,NULL,NULL
3955,Politeknik Lamandau,115019,POLILAMAN,NULL,NULL,NULL,polilamannb@gmail.com,Jl. Jenderal Sudriman RT. 12C Kel. Nanga Bulik,Lamandau,Kalimantan Tengah,Indonesia,-2.206695,111.4906257,Baik,swasta,NULL,NULL
3956,STKIP Muhammadiyah Bangka Belitung,23120,STKIP MBB,33134,717431771,717431771,office@stkipmbb.ac.id, Jl. K.H. Ahmad Dahlan KM 4,Kepulauan Talaud,Sulawesi Utara,Indonesia,106.0935116,-2.1452658,NULL,swasta,NULL,NULL
3957,STIT Pemalang,213396,STIT PEMALANG,52319,2843291929,NULL,official@stitpemalang.ac.id,Jl. DI Panjaitan Km. 3 Paduraksa Pemalang Jawa Tengah,Pemalang,Jawa Tengah,Indonesia,-6.931932,109.388926,Baik,swasta,NULL,NULL
3958,STKIP Paracendekia N W Sumbawa,83076,STKIP Paracendekia,84314,81915923077,NULL,stkippnwsbw@gmail.com; stkipparacendekianw.ac.id,"Jalan Lintas Sumbawa-Bima Km. 5 Sumbawa Besar, NTB",Sumbawa,Nusa Tenggara Barat,Indonesia,-8.532826,117.44802,Baik,swasta,NULL,NULL
3959,Akademi Keperawatan Pemkab Pidie Di Sigli,344002,AKPER PEMKAB PIDIE,0,65321913,65321913, Akper_pemkabpidie@yahoo.co.id, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3960,Poltekkes Kemenkes Makassar,405027,polkesmakassar,90222,4118051012,NULL,info@poltekkes-mks.ac.id,Jl. Wijaya Kusuma Raya No.46 Kel.Banta-Bantaeng Kec Rappocini Kota Makassar,Makassar,Sulawesi Selatan,Indonesia,-5.178413,119.447206,B,swasta,NULL,NULL
3961,Sekolah Tinggi Teologi Global Jakarta,233360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3962,Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,113045,STIE Dahani Dahanai ,73712,5252020006,5252020006,"stiedahanidahanai@gmail.com, stiedd_buntok@yahoo.co.id, ",Jl Cut Nyak Dien No 09 A ,Barito Selatan,Kalimantan Tengah,Indonesia,-1.7240086,114.8343681,Baik,swasta,NULL,NULL
3963,Sekolah Tinggi Ekonomi Islam Permata Bojonegoro,213694,STEI PERMATA,62115,82230000075,NULL,stei.permata@gmail.com,"Jl. Ade Irma Suryani 42 A, Kelurahan Sumbang, Kecamatan Bojonegoro, Kabupaten Bojonegoro Provinsi Jawa Timur",Bojonegoro,Jawa Timur,Indonesia,-7.1561522,111.8790805,NULL,swasta,NULL,NULL
3964,Universitas Bani Saleh,41119,UBS,NULL,218800992,NULL,info@ubs.ac.id,NULL,Bekasi,Jawa Barat,Indonesia,-6.2521768,107.0026986,Baik Sekali,swasta,NULL,NULL
3965,Sekolah Tinggi Ilmu Komputer 22 Januari Kendari,93205,STIKOM 22 J Kendari,NULL,81244023900,NULL,stikom22jnrkdi@gmail.com,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
3966,Akademi Farmasi Mitra Sehat Mandiri Sidoarjo,74117,AKFARMITSEDA,61262,"031 8887233, 8987404",031 8987233,akfar@mitseda.ac.id,Jl. Ki Hajar Dewantara No.200 Krian Sidoarjo ,Sidoarjo,Jawa Timur,Indonesia,-7.417893,112.577275,Baik,swasta,NULL,NULL
3967,STISIP Samudera Indonesia Selatan,43367,NULL,NULL,85223104191,NULL,stisipsamuderaindonesia@gmail.com,Jl. Raya Mekarmukti Cijayana Mekarmukti Garut Jawa Barat,Garut,Jawa Barat,Indonesia,-7.55119,107.564384,Baik,swasta,NULL,NULL
3968,Universitas Muhammadiyah Muara Bungo,101045,UMMUBA,NULL,0822 8883 8851,NULL,rektorat@ummuba.ac.id,NULL,Bungo,Jambi,Indonesia,-1.4944164,102.1203688,Baik Sekali,swasta,NULL,NULL
3969,Institut Keuangan-Perbankan Dan Informatika Asia Perbanas,32011,IKPIA Perbanas,12940,21522250104,215228460,contact@perbanas.id,"Jl Perbanas, Karet Kuningan ",Bombana,Sulawesi Tenggara,Indonesia,-4.5445257,121.7384399,B,swasta,NULL,NULL
3970,Sekolah Tinggi Teknik YPLN,33104,STT-PLN,11750,5440342  5440344,5440343,rektorat@sttpln.ac.id,Menara PLN Jalan Lingkar Luar Barat Duri Kosambi Cengkareng,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
3971,Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur,153012,NULL,85711,81318673608,38922146, stisipfajartimur.atb@gmail.com,Jl Meo Abekunatun No 26 ,Belu,Nusa Tenggara Timur,Indonesia,-9.124788,124.87255,Baik,swasta,NULL,NULL
